"Cluster","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"Plasma","R-HSA-6798695","Neutrophil degranulation","78/658","480/10856",4.06364713148263e-16,1.22112596301053e-13,1.09397658302809e-13,"81567/10549/3303/3304/5175/10577/5660/966/1535/967/3310/25840/2950/5265/2512/10970/1471/25797/410/51816/5611/6280/3320/3043/3934/2896/3920/6590/4282/2519/9761/5023/12/6279/4069/4758/29952/84418/4831/7077/1522/2934/1/8836/1650/5547/8566/4718/718/175/5645/427/3074/25798/4125/302/8655/1508/4680/23412/10562/5329/1512/1476/2171/55754/258010/6836/6286/23385/7276/5284/8804/3958/84061/929/23071/10383",78
"Plasma","R-HSA-199977","ER to Golgi Anterograde Transport","38/658","154/10856",4.26870207385737e-14,1.02619597855531e-11,9.19343625590756e-12,"3998/3630/11014/23243/966/10945/10972/54732/5265/10960/51128/10802/378/2804/10959/11316/26286/8615/1522/22872/1314/6396/5861/22820/8655/9871/2801/372/10113/90411/10282/10342/51272/23256/9554/22818/9570/10383",38
"Plasma","R-HSA-381070","IRE1alpha activates chaperones","22/658","52/10856",5.63573004381992e-14,1.12902458544526e-11,1.01146523418031e-11,"7494/56005/4189/3309/10130/58477/84447/51726/37/5611/6745/27230/10525/55062/6734/4000/22872/2081/10897/9695/10113/9570",22
"Plasma","R-HSA-381426","Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)","33/658","125/10856",2.65654523033682e-13,4.5616676669498e-11,4.08668536937529e-11,"7184/2621/10130/720/3490/5034/3479/348/5265/6696/7076/721/10970/1471/5611/813/2519/2335/3956/8404/3491/8720/4313/718/3487/5954/3486/3489/3485/8542/4240/11098/351",33
"Plasma","R-HSA-381038","XBP1(S) activates chaperone genes","20/658","50/10856",2.84511807505954e-12,4.27478990777696e-10,3.82967867208673e-10,"7494/56005/4189/10130/58477/84447/51726/37/5611/6745/27230/10525/55062/6734/4000/22872/10897/9695/10113/9570",20
"Plasma","R-HSA-204005","COPII-mediated vesicle transport","23/658","68/10856",4.11952996315899e-12,5.50186112857456e-10,4.92898146469198e-10,"3998/23243/966/10972/5265/10960/51128/10802/10959/8615/1522/22872/6396/5861/9871/2801/10113/90411/10282/10342/23256/9554/9570",23
"Plasma","R-HSA-8957275","Post-translational protein phosphorylation","29/658","108/10856",4.76588340987473e-12,5.72859185866942e-10,5.13210392452826e-10,"7184/2621/10130/720/3490/5034/348/5265/6696/7076/721/10970/1471/5611/813/2519/2335/3956/8404/3491/8720/718/3487/5954/3486/8542/4240/11098/351",29
"Plasma","R-HSA-9694548","Maturation of spike protein","15/658","29/10856",1.64006004794939e-11,1.79213834330469e-09,1.60553246799256e-09,"6184/6480/6185/821/1650/3703/1603/27090/23193/7841/4245/55741/2530/84061/4247",15
"Plasma","R-HSA-2173782","Binding and Uptake of Ligands by Scavenger Receptors","17/658","42/10856",1.00262315134392e-10,1.00429418992949e-08,8.99722354232305e-09,"3512/7184/348/2512/1277/3320/3043/6678/1278/811/10525/3040/1281/1284/10808/8542/1282",17
"Plasma","R-HSA-611105","Respiratory electron transport","26/658","103/10856",2.73216537591955e-10,2.52620213988869e-08,2.26316208871716e-08,"27089/9377/4694/4713/4718/4726/54539/4701/4717/4695/4710/4731/4716/4729/126328/4700/4712/7388/4728/1340/25915/1537/1329/4706/4697/1337",26
"Plasma","R-HSA-163200","Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins.","28/658","127/10856",1.62824769777766e-09,1.3979669519491e-07,1.25240405626056e-07,"27089/9377/4694/4713/4718/522/4726/516/54539/4701/4717/4695/4710/4731/4716/4729/126328/4700/4712/7388/4728/1340/25915/1537/1329/4706/4697/1337",28
"Plasma","R-HSA-5694530","Cargo concentration in the ER","14/658","33/10856",2.19946731248271e-09,1.67660347031663e-07,1.50202762950688e-07,"3998/966/10972/5265/10960/51128/10802/10959/1522/9871/10113/90411/9554/9570",14
"Plasma","R-HSA-9694635","Translation of structural proteins","16/658","44/10856",2.34160246646536e-09,1.67660347031663e-07,1.50202762950688e-07,"6184/6480/6185/821/7316/1650/3703/1603/27090/23193/7841/4245/55741/2530/84061/4247",16
"Plasma","R-HSA-114608","Platelet degranulation ","28/658","129/10856",2.37123618929972e-09,1.67660347031663e-07,1.50202762950688e-07,"3309/2621/7873/5175/5660/967/3479/5265/7076/66005/6678/813/1191/3920/2335/2/12/710/928/1/7078/3959/10447/308/5919/6414/10916/351",28
"Plasma","R-HSA-6799198","Complex I biogenesis","18/658","57/10856",3.22620536744618e-09,2.15438825092795e-07,1.93006321105113e-07,"4694/4713/4718/4726/54539/4701/4717/4695/4710/4731/4716/4729/126328/4700/4712/4728/25915/4706",18
"Plasma","R-HSA-1474228","Degradation of the extracellular matrix","29/658","140/10856",3.86066415684832e-09,2.44237806133246e-07,2.18806616756556e-07,"4316/6696/7076/1277/440387/1278/2335/2/4320/1281/7077/3339/5644/1504/4313/1634/5645/682/836/1508/4323/1284/23385/80781/1514/1292/1282/1291/1293",29
"Plasma","R-HSA-1474244","Extracellular matrix organization","46/658","301/10856",4.76885857833158e-09,2.86608400557728e-07,2.56765385559642e-07,"6382/5175/5479/5034/4316/6696/7076/3655/1277/440387/6678/1278/2335/2/4320/1281/4060/7077/3384/3339/5644/1504/4313/977/1634/5645/682/836/1508/4680/633/5118/4323/2192/1284/23385/80781/7276/4054/1514/871/1292/1282/1291/351/1293",46
"Cytotoxic.CD8.T","R-HSA-198933","Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell","26/125","132/10856",2.31909062585532e-25,1.60481071309188e-22,1.42807159592144e-22,"51348/3824/10219/2214/7305/4068/56253/22914/926/3689/925/10870/919/9976/114836/3107/3134/4267/3105/8519/3106/916/567/917/3133/3820",26
"Cytotoxic.CD8.T","R-HSA-2172127","DAP12 interactions","10/125","45/10856",6.46133620635256e-11,2.23562232739798e-08,1.98941141090329e-08,"3824/7305/2534/22914/5295/3107/3932/3106/567/3133",10
"Cytotoxic.CD8.T","R-HSA-1236977","Endosomal/Vacuolar pathway","6/125","11/10856",9.10501878088005e-10,2.01915950912624e-07,1.79678781995566e-07,"3107/3134/3105/3106/567/3133",6
"Cytotoxic.CD8.T","R-HSA-2424491","DAP12 signaling","8/125","30/10856",1.16714422492846e-09,2.01915950912624e-07,1.79678781995566e-07,"3824/7305/2534/22914/5295/3932/567/3133",8
"Cytotoxic.CD8.T","R-HSA-909733","Interferon alpha/beta signaling","9/125","72/10856",1.23060913799275e-07,1.70316304698196e-05,1.51559230679107e-05,"3107/3134/3659/3105/8519/3106/3133/10581/2634",9
"Cytotoxic.CD8.T","R-HSA-983170","Antigen Presentation: Folding, assembly and peptide loading of class I MHC","6/125","25/10856",3.05849472864309e-07,3.52746392036836e-05,3.13898143202843e-05,"3107/3134/3105/3106/567/3133",6
"Cytotoxic.CD8.T","R-HSA-202733","Cell surface interactions at the vascular wall","11/125","137/10856",4.70654392573924e-07,4.65275485230222e-05,4.14034315271798e-05,"2534/2207/3689/5295/8832/4267/3932/960/6404/914/9046",11
"Cytotoxic.CD8.T","R-HSA-164952","The role of Nef in HIV-1 replication and disease pathogenesis","6/125","28/10856",6.32491429482094e-07,5.47105086502011e-05,4.8685195558819e-05,"2534/926/919/3105/3932/567",6
"Cytotoxic.CD8.T","R-HSA-877300","Interferon gamma signaling","9/125","91/10856",9.43252836796501e-07,7.25256625625754e-05,6.45383519913396e-05,"3107/3134/3659/3105/3106/960/567/3133/2634",9
"Cytotoxic.CD8.T","R-HSA-202403","TCR signaling","10/125","120/10856",1.1370517481427e-06,7.86839809714745e-05,7.00184497540502e-05,"50852/5295/919/7535/3932/5788/916/5698/917/51466",10
"Cytotoxic.CD8.T","R-HSA-449147","Signaling by Interleukins","19/125","462/10856",1.2711948839266e-06,7.99697145161098e-05,7.11625844112021e-05,"6351/6349/6352/6348/2534/3689/5295/5594/5908/59307/5775/3560/3587/3932/5698/834/27250/301/6844",19
"Cytotoxic.CD8.T","R-HSA-76002","Platelet activation, signaling and aggregation","14/125","263/10856",1.88624156040545e-06,0.000101596246900706,9.04073690856605e-05,"1521/2534/2207/5295/5341/5594/2149/5583/5552/5908/3932/54331/2316/409",14
"Cytotoxic.CD8.T","R-HSA-202430","Translocation of ZAP-70 to Immunological synapse","5/125","19/10856",1.90860001403061e-06,0.000101596246900706,9.04073690856605e-05,"919/7535/3932/916/917",5
"Cytotoxic.CD8.T","R-HSA-202433","Generation of second messenger molecules","6/125","34/10856",2.13385919796806e-06,0.000103482170633715,9.20855944945596e-05,"919/7535/3932/916/917/51466",6
"Cytotoxic.CD8.T","R-HSA-6798695","Neutrophil degranulation","19/125","480/10856",2.24311063512389e-06,0.000103482170633715,9.20855944945596e-05,"7305/2207/3689/5594/51411/3107/5908/3105/976/5788/1075/3106/960/5873/2040/567/6993/51125/9535",19
"Cytotoxic.CD8.T","R-HSA-913531","Interferon Signaling","12/125","199/10856",2.97341421477712e-06,0.000128600164789111,0.000114437323397672,"3107/3134/3659/3105/8519/3106/960/567/3133/10581/2634/2316",12
"Cytotoxic.CD8.T","R-HSA-202427","Phosphorylation of CD3 and TCR zeta chains","5/125","22/10856",4.20434902757876e-06,0.000171141736887324,0.000152293757345732,"919/3932/5788/916/917",5
"Cytotoxic.CD8.T","R-HSA-2029481","FCGR activation","4/125","12/10856",7.72084879336455e-06,0.000296823742500459,0.000264134300825629,"2214/2534/919/917",4
"Cytotoxic.CD8.T","R-HSA-388841","Costimulation by the CD28 family","7/125","69/10856",1.35320840351045e-05,0.000492852744857489,0.000438574468727762,"2534/5295/919/5527/3932/916/917",7
"Cytotoxic.CD8.T","R-HSA-380108","Chemokine receptors bind chemokines","6/125","59/10856",5.65207732049348e-05,0.00165317243103427,0.00147110719828878,"6351/6349/6352/6846/6348/10663",6
"Cytotoxic.CD8.T","R-HSA-9664407","Parasite infection","6/125","59/10856",5.65207732049348e-05,0.00165317243103427,0.00147110719828878,"2214/2534/919/5594/7456/917",6
"Cytotoxic.CD8.T","R-HSA-9664417","Leishmania phagocytosis","6/125","59/10856",5.65207732049348e-05,0.00165317243103427,0.00147110719828878,"2214/2534/919/5594/7456/917",6
"Cytotoxic.CD8.T","R-HSA-9664422","FCGR3A-mediated phagocytosis","6/125","59/10856",5.65207732049348e-05,0.00165317243103427,0.00147110719828878,"2214/2534/919/5594/7456/917",6
"Cytotoxic.CD8.T","R-HSA-2029480","Fcgamma receptor (FCGR) dependent phagocytosis","7/125","86/10856",5.73354600358705e-05,0.00165317243103427,0.00147110719828878,"2214/2534/5295/919/5594/7456/917",7
"Mem.B.Cell","R-HSA-983695","Antigen activates B Cell Receptor (BCR) leading to generation of second messengers","14/258","32/10856",4.15435295323029e-15,3.69321977542173e-12,3.4590454589528e-12,"973/974/930/640/80228/933/4067/695/27071/29760/5777/3708/5336/2885",14
"Mem.B.Cell","R-HSA-877300","Interferon gamma signaling","16/258","91/10856",3.44901031094941e-10,1.53308508321701e-07,1.43587745050578e-07,"3122/3119/3113/3115/3117/3123/3394/5777/3460/10437/10475/6672/10346/3660/3459/5770",16
"Mem.B.Cell","R-HSA-983705","Signaling by the B Cell Receptor (BCR)","16/258","112/10856",8.06636011837593e-09,2.3903313817454e-06,2.23876872057381e-06,"973/974/930/640/80228/933/4067/695/27071/29760/5579/5777/3708/5336/5966/2885",16
"Mem.B.Cell","R-HSA-389948","PD-1 signaling","8/258","23/10856",3.28804484687972e-08,7.30767967219018e-06,6.84432493126805e-06,"3122/3119/3113/3115/3117/3123/5777/1445",8
"Mem.B.Cell","R-HSA-6798695","Neutrophil degranulation","32/258","480/10856",1.1474903464809e-07,2.04023783604305e-05,1.91087339803451e-05,"84329/1512/1520/6402/1536/8635/25801/1938/1915/5777/51316/2896/4048/10577/2665/3326/963/3615/54918/25840/8773/1535/8560/1522/427/1604/28988/57153/4831/847/2512/55004",32
"Mem.B.Cell","R-HSA-202427","Phosphorylation of CD3 and TCR zeta chains","7/258","22/10856",4.96230318451409e-07,7.35247921838838e-05,6.88628389289587e-05,"3122/3119/3113/3115/3117/3123/1445",7
"Mem.B.Cell","R-HSA-388841","Costimulation by the CD28 family","11/258","69/10856",5.94888700627855e-07,7.55508649797376e-05,7.07604454431027e-05,"3122/3119/3113/3115/3117/3123/4067/151888/5777/2885/1445",11
"Mem.B.Cell","R-HSA-72649","Translation initiation complex formation","10/258","58/10856",9.23145664500525e-07,9.14957843207055e-05,8.56943524926624e-05,"51386/1968/3646/26986/8664/8667/8665/1974/1975/27335",10
"Mem.B.Cell","R-HSA-202433","Generation of second messenger molecules","8/258","34/10856",9.70479823657748e-07,9.14957843207055e-05,8.56943524926624e-05,"3122/3119/3113/3115/3117/3123/5336/7408",8
"Mem.B.Cell","R-HSA-72662","Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S","10/258","59/10856",1.08855617679822e-06,9.14957843207055e-05,8.56943524926624e-05,"51386/1968/3646/26986/8664/8667/8665/1974/1975/27335",10
"Mem.B.Cell","R-HSA-913531","Interferon Signaling","18/258","199/10856",1.17217672072876e-06,9.14957843207055e-05,8.56943524926624e-05,"3122/3119/3113/3115/3117/3123/3394/5777/3460/10437/10475/7324/1974/6672/10346/3660/3459/5770",18
"Mem.B.Cell","R-HSA-2132295","MHC class II antigen presentation","14/258","123/10856",1.23503870849096e-06,9.14957843207055e-05,8.56943524926624e-05,"3122/972/3119/3113/3115/3117/3123/3109/3112/1512/1520/3111/10437/8905",14
"Mem.B.Cell","R-HSA-202430","Translocation of ZAP-70 to Immunological synapse","6/258","19/10856",3.55680826348944e-06,0.000243230965095547,0.000227808529264789,"3122/3119/3113/3115/3117/3123",6
"Mem.B.Cell","R-HSA-72702","Ribosomal scanning and start codon recognition","9/258","58/10856",8.09624892470365e-06,0.000514111806718682,0.000481513751837638,"51386/1968/3646/8664/8667/8665/1974/1975/27335",9
"Mem.B.Cell","R-HSA-1222556","ROS and RNS production in phagocytes","6/258","36/10856",0.00018188563384045,0.0103915272608418,0.00973263639017921,"84329/1536/653361/4689/9550/1535",6
"Mem.B.Cell","R-HSA-72695","Formation of the ternary complex, and subsequently, the 43S complex","7/258","51/10856",0.000187024112681067,0.0103915272608418,0.00973263639017921,"51386/1968/3646/8664/8667/8665/27335",7
"Mem.B.Cell","R-HSA-3299685","Detoxification of Reactive Oxygen Species","6/258","37/10856",0.000212815396640111,0.0105708375629438,0.00990057724502821,"1536/653361/4689/1535/2876/847",6
"Mem.B.Cell","R-HSA-5668599","RHO GTPases Activate NADPH Oxidases","5/258","24/10856",0.000214032706561293,0.0105708375629438,0.00990057724502821,"1536/5579/653361/4689/1535",5
"Mem.B.Cell","R-HSA-877312","Regulation of IFNG signaling","4/258","14/10856",0.000258528331310625,0.0120964045544814,0.0113294133000944,"5777/3460/3459/5770",4
"Mem.B.Cell","R-HSA-156827","L13a-mediated translational silencing of Ceruloplasmin expression","10/258","111/10856",0.000302455508047516,0.0134441473327121,0.0125917003613466,"51386/1968/3646/26986/8664/8667/8665/1974/1975/27335",10
"Naive.CD4.T.Cell","R-HSA-202433","Generation of second messenger molecules","10/175","34/10856",8.59659961176791e-11,2.70663978911549e-08,2.40285079566372e-08,"2533/916/27040/915/917/920/3932/3702/919/7535",10
"Naive.CD4.T.Cell","R-HSA-72649","Translation initiation complex formation","12/175","58/10856",9.87863506357256e-11,2.70663978911549e-08,2.40285079566372e-08,"3646/26986/51386/8667/27335/1975/8666/8665/8664/1968/10480/1974",12
"Naive.CD4.T.Cell","R-HSA-72662","Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S","12/175","59/10856",1.22287942279314e-10,2.70663978911549e-08,2.40285079566372e-08,"3646/26986/51386/8667/27335/1975/8666/8665/8664/1968/10480/1974",12
"Naive.CD4.T.Cell","R-HSA-72702","Ribosomal scanning and start codon recognition","11/175","58/10856",1.64616553702268e-09,2.73263479145765e-07,2.4259281598229e-07,"3646/51386/8667/27335/1975/8666/8665/8664/1968/10480/1974",11
"Naive.CD4.T.Cell","R-HSA-72766","Translation","21/175","291/10856",8.29266334273799e-09,1.10126569191561e-06,9.77661362512268e-07,"3646/26986/1915/1937/1933/1936/51386/1938/8667/27335/1975/8666/8665/8664/6746/1968/5464/10480/7818/1974/51650",21
"Naive.CD4.T.Cell","R-HSA-202430","Translocation of ZAP-70 to Immunological synapse","7/175","19/10856",1.07381486919508e-08,1.18835512190922e-06,1.05497601184078e-06,"916/915/917/920/3932/919/7535",7
"Naive.CD4.T.Cell","R-HSA-202403","TCR signaling","13/175","120/10856",6.21574889153891e-08,5.89608180568834e-06,5.23431485603277e-06,"2533/916/50852/27040/915/917/920/3932/3702/919/6500/7535/4792",13
"Naive.CD4.T.Cell","R-HSA-72695","Formation of the ternary complex, and subsequently, the 43S complex","9/175","51/10856",1.01737577518733e-07,8.44421893405484e-06,7.4964530803277e-06,"3646/51386/8667/27335/8666/8665/8664/1968/10480",9
"Naive.CD4.T.Cell","R-HSA-156827","L13a-mediated translational silencing of Ceruloplasmin expression","12/175","111/10856",2.08372282398001e-07,1.53732439458081e-05,1.36477752213895e-05,"3646/26986/51386/8667/27335/1975/8666/8665/8664/1968/10480/1974",12
"Naive.CD4.T.Cell","R-HSA-72613","Eukaryotic Translation Initiation","12/175","119/10856",4.48368060364458e-07,2.70651265529091e-05,2.40273793113968e-05,"3646/26986/51386/8667/27335/1975/8666/8665/8664/1968/10480/1974",12
"Naive.CD4.T.Cell","R-HSA-72737","Cap-dependent Translation Initiation","12/175","119/10856",4.48368060364458e-07,2.70651265529091e-05,2.40273793113968e-05,"3646/26986/51386/8667/27335/1975/8666/8665/8664/1968/10480/1974",12
"Naive.CD4.T.Cell","R-HSA-202427","Phosphorylation of CD3 and TCR zeta chains","6/175","22/10856",9.69953616640748e-07,5.36707667874547e-05,4.76468443262122e-05,"916/915/917/920/3932/919",6
"Naive.CD4.T.Cell","R-HSA-389948","PD-1 signaling","6/175","23/10856",1.29482814713363e-06,6.61358376689793e-05,5.87128552546424e-05,"916/915/917/920/3932/919",6
"Naive.CD4.T.Cell","R-HSA-72706","GTP hydrolysis and joining of the 60S ribosomal subunit","11/175","112/10856",1.78759692576028e-06,8.4783168478916e-05,7.52672389793801e-05,"3646/51386/8667/27335/1975/8666/8665/8664/1968/10480/1974",11
"Naive.CD4.T.Cell","R-HSA-388841","Costimulation by the CD28 family","8/175","69/10856",1.40580862749404e-05,0.000622304619104028,0.000552458127295903,"916/117145/915/917/920/3932/919/8764",8
"Naive.CD4.T.Cell","R-HSA-202424","Downstream TCR signaling","9/175","98/10856",2.75033251216131e-05,0.00114138799254694,0.00101328039921733,"916/50852/915/917/920/3932/919/6500/4792",9
"Naive.CD4.T.Cell","R-HSA-198933","Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell","10/175","132/10856",5.24889218091789e-05,0.00205015553419381,0.00182004930112323,"6402/959/3820/8519/916/915/917/3384/919/3385",10
"Naive.CD4.T.Cell","R-HSA-163200","Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins.","9/175","127/10856",0.00020783116415401,0.00728553538110464,0.00646781834720767,"7381/4715/1327/1350/9167/539/4725/517/1345",9
"Naive.CD4.T.Cell","R-HSA-8876725","Protein methylation","4/175","19/10856",0.00020928258071814,0.00728553538110464,0.00646781834720767,"1915/1938/3312/801",4
"Naive.CD4.T.Cell","R-HSA-72689","Formation of a pool of free 40S subunits","8/175","101/10856",0.00021944383678026,0.00728553538110464,0.00646781834720767,"3646/51386/8667/27335/8666/8665/8664/10480",8
"Progenitor.Lymph","R-HSA-72163","mRNA Splicing - Major Pathway","22/227","183/10856",2.95317475303228e-11,1.67750431835348e-08,1.61392213319057e-08,"3187/23524/8106/10772/5431/6432/54883/9879/6430/6426/9295/6427/3192/6434/2521/7536/23350/55749/6625/55660/23451/51691",22
"Progenitor.Lymph","R-HSA-72203","Processing of Capped Intron-Containing Pre-mRNA","25/227","244/10856",4.30681468126697e-11,1.67750431835348e-08,1.61392213319057e-08,"3187/23524/8106/10772/5431/6432/54883/9879/6430/57187/6426/9295/6427/3192/6434/9877/2521/7536/23350/7175/55749/6625/55660/23451/51691",25
"Progenitor.Lymph","R-HSA-72172","mRNA Splicing","22/227","191/10856",6.91860287563608e-11,1.79653054670684e-08,1.72843692893084e-08,"3187/23524/8106/10772/5431/6432/54883/9879/6430/6426/9295/6427/3192/6434/2521/7536/23350/55749/6625/55660/23451/51691",22
"Progenitor.Lymph","R-HSA-72187","mRNA 3'-end processing","8/227","58/10856",2.51596952930425e-05,0.00489985065832003,0.0047141323812227,"8106/6432/6430/57187/6426/9295/6427/9877",8
"Progenitor.Lymph","R-HSA-73856","RNA Polymerase II Transcription Termination","8/227","67/10856",7.28451123838448e-05,0.011349268509403,0.01091909895101,"8106/6432/6430/57187/6426/9295/6427/9877",8
"Progenitor.Lymph","R-HSA-159236","Transport of Mature mRNA derived from an Intron-Containing Transcript","8/227","75/10856",0.000163268086138341,0.0211976398502947,0.0203941890053507,"6432/6430/57187/6426/9295/6427/9877/7175",8
"Progenitor.Lymph","R-HSA-72202","Transport of Mature Transcript to Cytoplasm","8/227","84/10856",0.000359173068213175,0.0399708314482947,0.0384558232432752,"6432/6430/57187/6426/9295/6427/9877/7175",8
"Immature.B.Cell","R-HSA-983705","Signaling by the B Cell Receptor (BCR)","47/807","112/10856",2.21665556861332e-24,2.73091966053161e-21,1.97632343854262e-21,"974/973/933/930/4067/5777/640/6850/5336/695/29760/2280/5685/80228/5478/25780/2885/5683/5694/5689/5690/5710/5691/118788/27071/5688/5699/5709/5695/7979/5692/4790/5708/10213/5687/5705/5719/9861/5684/5686/5717/5702/5714/5700/5713/7314/5693",47
"Immature.B.Cell","R-HSA-162909","Host Interactions of HIV factors","48/807","130/10856",5.48437173036171e-22,2.86330567093284e-19,2.07212910396456e-19,"292/3159/5901/5685/5478/5683/9978/4869/5694/5689/5690/5710/5691/293/5688/5699/5709/5695/7979/5692/79023/5708/162/10213/5687/5705/5719/4927/5903/9861/5684/1174/23636/5686/1173/6923/5717/5702/5902/5879/5714/5700/5713/7314/6921/5693/291/1175",48
"Immature.B.Cell","R-HSA-8932339","ROS sensing by NFE2L2","32/807","57/10856",6.97233523766114e-22,2.86330567093284e-19,2.07212910396456e-19,"5685/5683/9978/5694/5689/5690/5710/5691/5580/5688/5699/5709/5695/7979/5692/5708/10213/5687/1460/5705/5719/9861/5684/5686/5717/5702/8452/5714/5700/5713/7314/5693",32
"Immature.B.Cell","R-HSA-180585","Vif-mediated degradation of APOBEC3G","31/807","54/10856",1.22806996660157e-21,3.78245549713283e-19,2.7373033202935e-19,"5685/5683/9978/5694/5689/5690/5710/5691/5688/5699/5709/5695/7979/5692/5708/10213/5687/5705/5719/9861/5684/5686/6923/5717/5702/5714/5700/5713/7314/6921/5693",31
"Immature.B.Cell","R-HSA-350562","Regulation of ornithine decarboxylase (ODC)","30/807","51/10856",2.08244537833786e-21,5.13114541222449e-19,3.71332891674141e-19,"4953/4946/5685/5683/5694/5689/5690/5710/5691/5688/5699/5709/5695/7979/5692/5708/10213/5687/5705/5719/4947/9861/5684/5686/5717/5702/5714/5700/5713/5693",30
"Immature.B.Cell","R-HSA-202403","TCR signaling","45/807","120/10856",5.27456479221865e-21,1.0830439706689e-18,7.83781820878807e-19,"3122/3117/3113/3123/3115/3119/1445/7334/5336/5685/7408/5683/5694/5689/5690/5710/5691/5688/5699/5709/5695/7979/5692/55824/4790/5708/10213/7335/5687/7322/5705/5719/9861/5684/5686/5717/5702/5714/5728/5700/7454/5713/7314/5693/8767",45
"Immature.B.Cell","R-HSA-9711123","Cellular response to chemical stress","52/807","160/10856",8.47834200107319e-21,1.49218819218888e-18,1.0798730338209e-18,"5052/9588/9377/653361/5685/3040/5683/9978/10935/5694/5689/2950/1536/5690/5710/5691/4689/5580/5688/5699/3043/5709/5695/7979/5692/5708/1337/4697/2876/10213/5687/1460/5705/25824/5719/25828/9861/475/5684/5686/5717/1340/5702/1345/8452/5714/1353/5700/5713/847/7314/5693",52
"Immature.B.Cell","R-HSA-450531","Regulation of mRNA stability by proteins that bind AU-rich elements","38/807","88/10856",1.80359821563632e-20,2.77754125207993e-18,2.01006274821574e-18,"7529/3184/5685/5683/26986/5694/5689/5690/6418/5710/5691/5580/5688/5699/5709/5695/7979/5692/1994/5708/10213/5687/5705/54512/5719/9861/5073/5684/5686/5717/5702/5714/56915/5700/5713/7314/677/5693",38
"Immature.B.Cell","R-HSA-202424","Downstream TCR signaling","40/807","98/10856",2.16763043919777e-20,2.96724522343517e-18,2.14734851695967e-18,"3122/3117/3113/3123/3115/3119/7334/5685/5683/5694/5689/5690/5710/5691/5688/5699/5709/5695/7979/5692/4790/5708/10213/7335/5687/7322/5705/5719/9861/5684/5686/5717/5702/5714/5728/5700/5713/7314/5693/8767",40
"Immature.B.Cell","R-HSA-351202","Metabolism of polyamines","31/807","59/10856",4.36456944480233e-20,5.37714955599647e-18,3.89135823131324e-18,"4953/4946/5685/5683/5694/5689/6611/5690/5710/5691/5688/5699/5709/5695/7979/5692/5708/10213/5687/5705/5719/4947/9861/5684/5686/5717/5702/5714/5700/5713/5693",31
"Immature.B.Cell","R-HSA-349425","Autodegradation of the E3 ubiquitin ligase COP1","29/807","52/10856",7.73613922422335e-20,7.99550553300746e-18,5.78622110941329e-18,"5685/5683/5694/5689/5690/5710/5691/5688/5699/5709/5695/7979/5692/5708/10213/5687/5705/5719/9861/5684/5686/5717/5702/7157/5714/5700/5713/7314/5693",29
"Immature.B.Cell","R-HSA-450408","AUF1 (hnRNP D0) binds and destabilizes mRNA","30/807","56/10856",8.43681590333579e-20,7.99550553300746e-18,5.78622110941329e-18,"3184/5685/5683/26986/5694/5689/5690/5710/5691/5688/5699/5709/5695/7979/5692/5708/10213/5687/5705/5719/9861/5684/5686/5717/5702/5714/5700/5713/7314/5693",30
"Immature.B.Cell","R-HSA-5362768","Hh mutants are degraded by ERAD","30/807","56/10856",8.43681590333579e-20,7.99550553300746e-18,5.78622110941329e-18,"5685/5683/84447/5694/5689/5690/5710/5691/5688/5699/7415/5709/5695/7979/5692/5708/10213/5687/5705/5719/9861/5684/5686/5717/5702/5714/5700/5713/7314/5693",30
"Immature.B.Cell","R-HSA-9707587","Regulation of HMOX1 expression and activity","32/807","65/10856",1.42493236754464e-19,1.25394048343928e-17,9.07456928804744e-18,"5685/5683/9978/5694/5689/5690/5710/5691/5580/5688/5699/5709/5695/7979/5692/5708/10213/5687/1460/5705/5719/9861/5684/5686/5717/5702/8452/5714/5700/5713/7314/5693",32
"Immature.B.Cell","R-HSA-4641258","Degradation of DVL","30/807","57/10856",1.65737479262107e-19,1.3612571630061e-17,9.85120315333365e-18,"5685/5683/9978/5694/5689/5690/5710/5691/5688/5699/5709/5695/7979/5692/5708/10213/5687/5705/5719/9861/5684/5686/5717/5702/8452/5714/5700/5713/7314/5693",30
"Immature.B.Cell","R-HSA-162906","HIV Infection","62/807","234/10856",1.93647197418231e-19,1.49108342012038e-17,1.07907352771869e-17,"292/3159/6917/8732/5901/5685/5478/5683/5436/9978/4869/5694/5689/5690/5710/5691/293/5688/5699/5709/5695/7979/5692/2547/79023/5708/404672/162/10213/5687/2961/5705/5719/6827/4927/5903/128866/9861/5684/6880/6883/1174/23636/5686/1173/6923/5717/5702/5902/5879/5714/2958/27243/6881/5700/5713/5430/7314/6921/5693/291/1175",62
